Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Quarter,Day,DayOfWeek,IsWeekend,Previous_Week_Sales,Rolling_Mean_4,Rolling_STD_4,Sales_Difference,Revenue_Growth
7,2011-10-07,525866.36,0,40.65,3.498,194.9459724,8.513,2011,10,40,4,7,4,0,488880.26,527468.22,29211.661435588812,36986.09999999998,7.5654721669473775
7,2011-10-14,501959.19,0,32.65,3.491,195.0261012,8.513,2011,10,41,4,14,4,0,525866.36,513212.65499999997,21638.745374239494,-23907.169999999984,-4.546244410842326
7,2011-10-21,558691.43,0,37.49,3.548,195.1789994,8.513,2011,10,42,4,21,4,0,501959.19,518849.31000000006,30659.71095924862,56732.24000000005,11.302161835108556
7,2011-10-28,527339.52,0,28.82,3.55,195.3318977,8.513,2011,10,43,4,28,4,0,558691.43,528464.125,23268.10883533297,-31351.910000000033,-5.611668322888008
7,2011-11-04,564536.01,0,23.41,3.527,195.4847959,8.513,2011,11,44,4,4,4,0,527339.52,538131.5375000001,29125.084909724963,37196.48999999999,7.053613201604915
7,2011-11-11,556015.59,0,19.53,3.505,195.6376941,8.513,2011,11,45,4,11,4,0,564536.01,551645.6375000001,16590.044483746427,-8520.420000000042,-1.5092783895220503
7,2011-11-18,539826.56,0,29.53,3.479,195.7184713,8.513,2011,11,46,4,18,4,0,556015.59,546929.42,16600.856392435307,-16189.029999999912,-2.9116144027544104
7,2011-11-25,949075.87,1,27.6,3.424,195.7704,8.513,2011,11,47,4,25,4,0,539826.56,652363.5075000001,198073.53948861908,409249.30999999994,75.81125871242791
7,2011-12-02,591907.88,0,20.38,3.378,195.8223287,8.513,2011,12,48,4,2,4,0,949075.87,659206.475,194467.89786417244,-357167.99,-37.63323895275095
7,2011-12-09,653845.45,0,11.17,3.331,195.8742575,8.513,2011,12,49,4,9,4,0,591907.88,683663.9400000001,182976.32029326737,61937.56999999995,10.464055656768743
7,2011-12-16,720242.19,0,15.2,3.266,195.9841685,8.513,2011,12,50,4,16,4,0,653845.45,728767.8475,155940.50998689316,66396.73999999999,10.154806460762249
7,2011-12-23,1059715.27,0,12.19,3.173,196.1713893,8.513,2011,12,51,4,23,4,0,720242.19,756427.6975,208872.07443661138,339473.0800000001,47.13318446396484
7,2011-12-30,815915.52,1,15.56,3.119,196.3586101,8.513,2011,12,52,4,30,4,0,1059715.27,812429.6075,177773.08140747462,-243799.75,-23.006156172497164
7,2012-01-06,713117.66,0,18.67,3.095,196.5458309,8.256,2012,1,1,1,6,4,0,815915.52,827247.66,161910.9164592397,-102797.85999999999,-12.599081336263831
7,2012-01-13,593875.46,0,7.46,3.077,196.7330517,8.256,2012,1,2,1,13,4,0,713117.66,795655.9775,198045.20537511006,-119242.20000000007,-16.721251861859663
7,2012-01-20,578002.85,0,27.41,3.055,196.7796652,8.256,2012,1,3,1,20,4,0,593875.46,675227.8725,111504.21542939563,-15872.609999999986,-2.672716936308496
7,2012-01-27,541037.98,0,26.9,3.038,196.8262786,8.256,2012,1,4,1,27,4,0,578002.85,606508.4875,74440.28426987553,-36964.869999999995,-6.395274694579793
7,2012-02-03,580453.32,0,22.2,3.031,196.8728921,8.256,2012,2,5,1,3,4,0,541037.98,573342.4025,22638.220498006125,39415.33999999997,7.285133661041683
7,2012-02-10,563460.77,1,18.79,3.103,196.9195056,8.256,2012,2,6,1,10,4,0,580453.32,565738.73,18094.602791686793,-16992.54999999993,-2.927461936129495
7,2012-02-17,620908.18,0,27.03,3.113,196.9432711,8.256,2012,2,7,1,17,4,0,563460.77,576465.0625,33740.61197277766,57447.41000000003,10.195458682953213
7,2012-02-24,603041.14,0,24.41,3.129,196.9499007,8.256,2012,2,8,1,24,4,0,620908.18,591965.8525,25201.841514860516,-17867.040000000037,-2.8775655685515424
7,2012-03-02,551058.13,0,21.64,3.191,196.9565303,8.256,2012,3,9,1,2,4,0,603041.14,584617.055,32814.03411148888,-51983.01000000001,-8.620143229365745
7,2012-03-09,579166.5,0,30.1,3.286,196.9631599,8.256,2012,3,10,1,9,4,0,551058.13,588543.4875,30280.550248789747,28108.369999999995,5.100799438346004
7,2012-03-16,669205.73,0,37.29,3.486,197.0457208,8.256,2012,3,11,1,16,4,0,579166.5,600617.875,50419.88986044119,90039.22999999998,15.546346344272328
7,2012-03-23,615997.29,0,35.06,3.664,197.2295234,8.256,2012,3,12,1,23,4,0,669205.73,603856.9125,51039.803478570975,-53208.439999999944,-7.950983922388104
7,2012-03-30,583322.2,0,44.99,3.75,197.4133259,8.256,2012,3,13,1,30,4,0,615997.29,611922.9299999999,41588.88091837195,-32675.090000000084,-5.30442106328099
7,2012-04-06,621425.98,0,44.29,3.854,197.5971285,8.09,2012,4,14,2,6,4,0,583322.2,622487.8,35401.334196220974,38103.78000000003,6.53220124315516
7,2012-04-13,517420.23,0,41.43,3.901,197.780931,8.09,2012,4,15,2,13,4,0,621425.98,584541.425,47807.541832766176,-104005.75,-16.736627264923815
7,2012-04-20,457340.06,0,39.3,3.936,197.7227385,8.09,2012,4,16,2,20,4,0,517420.23,544877.1174999999,72466.93458725806,-60080.169999999984,-11.611484537432947
7,2012-04-27,467827.75,0,51.49,3.927,197.664546,8.09,2012,4,17,2,27,4,0,457340.06,516003.505,75007.12964765292,10487.690000000002,2.2931929470600068
7,2012-05-04,465198.89,0,45.38,3.903,197.6063534,8.09,2012,5,18,2,4,4,0,467827.75,476946.7325,27347.719293358623,-2628.859999999986,-0.5619290433284443
7,2012-05-11,460397.41,0,48.54,3.87,197.5481609,8.09,2012,5,19,2,11,4,0,465198.89,462691.02749999997,4710.584775567291,-4801.48000000004,-1.0321348789116929
7,2012-05-18,468428.3,0,49.41,3.837,197.5553137,8.09,2012,5,20,2,18,4,0,460397.41,465463.08749999997,3656.7290831296973,8030.890000000014,1.7443386573351956
7,2012-05-25,532739.77,0,50.6,3.804,197.5886046,8.09,2012,5,21,2,25,4,0,468428.3,481691.09249999997,34192.020497522644,64311.47000000003,13.729202526832823
7,2012-06-01,598495.02,0,55.06,3.764,197.6218954,8.09,2012,6,22,2,1,4,0,532739.77,515015.125,64385.51329035919,65755.25,12.342846114154383
7,2012-06-08,642963.75,0,63.07,3.741,197.6551863,8.09,2012,6,23,2,8,4,0,598495.02,560656.71,76357.97641659003,44468.72999999998,7.430091899511542
7,2012-06-15,666942.02,0,59.33,3.723,197.692292,8.09,2012,6,24,2,15,4,0,642963.75,610285.14,58963.78815543757,23978.27000000002,3.7293346631128146
7,2012-06-22,687344.68,0,63.69,3.735,197.7389345,8.09,2012,6,25,2,22,4,0,666942.02,648936.3675,38207.34522953075,20402.660000000033,3.0591354852705233
7,2012-06-29,704335.41,0,68.84,3.693,197.785577,8.09,2012,6,26,2,29,4,0,687344.68,675396.4650000001,26480.06181972051,16990.72999999998,2.4719373691813518
7,2012-07-06,805642.61,0,64.67,3.646,197.8322195,7.872,2012,7,27,3,6,4,0,704335.41,716066.18,61643.20842367398,101307.19999999995,14.383374534584304
7,2012-07-13,694150.89,0,64.21,3.613,197.8788621,7.872,2012,7,28,3,13,4,0,805642.61,722868.3975,55622.75200761766,-111491.71999999997,-13.838855916521094
7,2012-07-20,686345.69,0,62.87,3.585,197.9290378,7.872,2012,7,29,3,20,4,0,694150.89,722618.6499999999,55837.250963726525,-7805.20000000007,-1.1244241147627239
7,2012-07-27,686365.4,0,64.6,3.57,197.9792136,7.872,2012,7,30,3,27,4,0,686345.69,718126.1475,58459.920006141554,19.710000000079162,0.0028717307163507013
7,2012-08-03,680954.81,0,61.83,3.528,198.0293893,7.872,2012,8,31,3,3,4,0,686365.4,686954.1975,5431.451530619403,-5410.589999999967,-0.7882958552397843
7,2012-08-10,675926.3,0,63.41,3.509,198.0795651,7.872,2012,8,32,3,10,4,0,680954.81,682398.05,5009.664571350352,-5028.510000000009,-0.7384498833336692
7,2012-08-17,642450.4,0,59.66,3.545,198.1001057,7.872,2012,8,33,3,17,4,0,675926.3,671424.2275,19780.646899256568,-33475.90000000002,-4.952596163220757
7,2012-08-24,609099.37,0,59.27,3.558,198.0984199,7.872,2012,8,34,3,24,4,0,642450.4,652107.7200000001,33378.942234036964,-33351.03000000003,-5.19122254418396
7,2012-08-31,586467.16,0,60.46,3.556,198.0967341,7.872,2012,8,35,3,31,4,0,609099.37,628485.8075000001,39102.4759190702,-22632.209999999963,-3.715684355411493
7,2012-09-07,597876.55,1,57.84,3.596,198.0950484,7.872,2012,9,36,3,7,4,0,586467.16,608973.37,24155.02926443759,11409.390000000014,1.9454439699573314
7,2012-09-14,541120.2,0,53.66,3.659,198.1267184,7.872,2012,9,37,3,14,4,0,597876.55,583640.8200000001,29814.901753516413,-56756.35000000009,-9.492988142786347
7,2012-09-21,530842.25,0,51.77,3.765,198.358523,7.872,2012,9,38,3,21,4,0,541120.2,564076.54,33041.8528434484,-10277.949999999953,-1.8993839076789139
7,2012-09-28,525545.76,0,50.64,3.789,198.5903276,7.872,2012,9,39,3,28,4,0,530842.25,548846.19,33320.25918725867,-5296.489999999991,-0.9977521570673756
7,2012-10-05,505830.56,0,48.43,3.779,198.8221322,7.557,2012,10,40,4,5,4,0,525545.76,525834.6925,14820.831856045781,-19715.20000000001,-3.7513764738583393
7,2012-10-12,503463.93,0,41.43,3.76,199.0539368,7.557,2012,10,41,4,12,4,0,505830.56,516420.625,13799.477990563788,-2366.6300000000047,-0.4678701104970812
7,2012-10-19,516424.83,0,43.01,3.75,199.1481963,7.557,2012,10,42,4,19,4,0,503463.93,512816.27,10187.051071719428,12960.900000000023,2.5743452961962983
7,2012-10-26,495543.28,0,42.53,3.686,199.2195317,7.557,2012,10,43,4,26,4,0,516424.83,505315.65,8614.079462443113,-20881.54999999999,-4.043482959562573
8,2010-02-05,1004137.09,0,34.14,2.572,214.4714512,6.299,2010,2,5,1,5,4,0,960746.04,960746.04,0.0,43391.04999999993,4.516391241123401
8,2010-02-12,994801.4,1,33.34,2.548,214.6214189,6.299,2010,2,6,1,12,4,0,1004137.09,960746.04,0.0,-9335.689999999944,-0.9297226537065715
8,2010-02-19,963960.37,0,39.1,2.514,214.6664878,6.299,2010,2,7,1,19,4,0,994801.4,960746.04,0.0,-30841.030000000028,-3.100219802666143
8,2010-02-26,847592.11,0,37.91,2.561,214.6940735,6.299,2010,2,8,1,26,4,0,963960.37,952622.7424999999,72094.2501348799,-116368.26000000001,-12.071892540561603
8,2010-03-05,881503.95,0,45.64,2.625,214.7216592,6.299,2010,3,9,1,5,4,0,847592.11,921964.4575,68889.22411929246,33911.83999999997,4.000962208107384
8,2010-03-12,860336.16,0,49.76,2.667,214.7492449,6.299,2010,3,10,1,12,4,0,881503.95,888348.1475,52312.44997515764,-21167.78999999992,-2.4013267325688017
8,2010-03-19,839911.0,0,47.26,2.72,214.5764954,6.299,2010,3,11,1,19,4,0,860336.16,857335.805,18181.169603082224,-20425.160000000033,-2.3740906112792044
8,2010-03-26,772539.12,0,46.51,2.732,214.3703567,6.299,2010,3,12,1,26,4,0,839911.0,838572.5575000001,47183.91375655932,-67371.88,-8.021311781843552
8,2010-04-02,914500.91,0,60.18,2.719,214.164218,6.29,2010,4,13,2,2,4,0,772539.12,846821.7975,58676.444908282414,141961.79000000004,18.376000169415374
8,2010-04-09,916033.92,0,59.25,2.77,213.9580793,6.29,2010,4,14,2,9,4,0,914500.91,860746.2375,68704.42817156044,1533.0100000000093,0.16763351279770836
8,2010-04-16,882917.12,0,62.66,2.808,213.8186357,6.29,2010,4,15,2,16,4,0,916033.92,871497.7675,67714.9778383068,-33116.80000000005,-3.615237304749593
8,2010-04-23,850440.26,0,56.1,2.795,213.768119,6.29,2010,4,16,2,23,4,0,882917.12,890973.0525000001,31034.456521129134,-32476.859999999986,-3.6783588475439224
8,2010-04-30,778672.64,0,61.01,2.78,213.7176024,6.29,2010,4,17,2,30,4,0,850440.26,857015.9850000001,58693.85348574172,-71767.62,-8.43887846984102
8,2010-05-07,916820.96,0,62.68,2.835,213.6670857,6.29,2010,5,18,2,7,4,0,778672.64,857212.7450000001,58958.371857079896,138148.31999999995,17.741514585641525
8,2010-05-14,873337.84,0,61.35,2.854,213.6655355,6.29,2010,5,19,2,14,4,0,916820.96,854817.925,57748.39674369592,-43483.119999999995,-4.742814780325267
8,2010-05-21,818333.21,0,66.03,2.826,213.9577839,6.29,2010,5,20,2,21,4,0,873337.84,846791.1625,60714.87130364713,-55004.630000000005,-6.298207575661671
8,2010-05-28,868041.56,0,74.71,2.759,214.2500323,6.29,2010,5,21,2,28,4,0,818333.21,869133.3925,40305.63282838064,49708.35000000009,6.074341037680738
8,2010-06-04,958225.41,0,75.71,2.705,214.5422806,6.29,2010,6,22,2,4,4,0,868041.56,879484.5050000001,58046.91631571635,90183.84999999998,10.389347026195377
8,2010-06-11,914835.86,0,82.21,2.668,214.834529,6.29,2010,6,23,2,11,4,0,958225.41,889859.01,60248.786640686856,-43389.55000000005,-4.528115154032499
8,2010-06-18,869922.56,0,78.79,2.637,214.8324452,6.29,2010,6,24,2,18,4,0,914835.86,902756.3475,42840.423237995965,-44913.29999999993,-4.909438071218583
8,2010-06-25,814919.11,0,81.78,2.653,214.7126286,6.29,2010,6,25,2,25,4,0,869922.56,889475.735,61402.14637017318,-55003.45000000007,-6.322798433920379
8,2010-07-02,852333.75,0,74.78,2.669,214.5928119,6.315,2010,7,26,3,2,4,0,814919.11,863002.8200000001,41474.56674211408,37414.640000000014,4.591209058773946
8,2010-07-09,845289.77,0,72.49,2.642,214.4729952,6.315,2010,7,27,3,9,4,0,852333.75,845616.2975,22937.17873836503,-7043.979999999981,-0.8264344806245185
8,2010-07-16,848630.57,0,77.49,2.623,214.4640599,6.315,2010,7,28,3,16,4,0,845289.77,840293.2999999999,17159.02811809223,3340.79999999993,0.3952254148302221
8,2010-07-23,785515.88,0,78.29,2.608,214.6029664,6.315,2010,7,29,3,23,4,0,848630.57,832942.4924999999,31748.36204680233,-63114.689999999944,-7.437239740255874
8,2010-07-30,787295.09,0,76.02,2.64,214.7418728,6.315,2010,7,30,3,30,4,0,785515.88,816682.8275,34995.39561085777,1779.2099999999627,0.22650210457870854
8,2010-08-06,893399.77,0,80.37,2.627,214.8807793,6.315,2010,8,31,3,6,4,0,787295.09,828710.3275,52161.67885920122,106104.68000000005,13.477116947344363
8,2010-08-13,867919.21,0,80.11,2.692,215.0196857,6.315,2010,8,32,3,13,4,0,893399.77,833532.4875,55407.670111663894,-25480.560000000056,-2.852089384352545
8,2010-08-20,870676.44,0,79.36,2.664,214.9779825,6.315,2010,8,33,3,20,4,0,867919.21,854822.6275000001,46443.61487597516,2757.2299999999814,0.31768279446193864
8,2010-08-27,888816.78,0,74.92,2.619,214.9362793,6.315,2010,8,34,3,27,4,0,870676.44,880203.0499999999,12780.177183291999,18140.340000000084,2.083476612735735
8,2010-09-03,899036.47,0,76.14,2.577,214.894576,6.315,2010,9,35,3,3,4,0,888816.78,881612.225,14861.583360289585,10219.689999999944,1.1498084003319495
8,2010-09-10,831425.2,1,74.34,2.565,214.8528728,6.315,2010,9,36,3,10,4,0,899036.47,872488.7224999999,29781.90506003546,-67611.27000000002,-7.520414605649981
8,2010-09-17,836707.85,0,75.32,2.582,214.8785562,6.315,2010,9,37,3,17,4,0,831425.2,863996.575,34877.909911429306,5282.650000000023,0.6353728513400874
8,2010-09-24,773725.08,0,72.21,2.624,214.9547795,6.315,2010,9,38,3,24,4,0,836707.85,835223.65,51221.0281702085,-62982.77000000002,-7.527450591027683
8,2010-10-01,804105.49,0,68.7,2.603,215.0310029,6.433,2010,10,39,4,1,4,0,773725.08,811490.9049999999,28948.646053157703,30380.410000000033,3.926512243857991
8,2010-10-08,870349.86,0,62.94,2.633,215.1072262,6.433,2010,10,40,4,8,4,0,804105.49,821222.0700000001,41642.488328025,66244.37,8.238268588366433
8,2010-10-15,826546.96,0,62.59,2.72,215.1757,6.433,2010,10,41,4,15,4,0,870349.86,818681.8474999999,40681.79221041757,-43802.90000000002,-5.0327922153052365
8,2010-10-22,836419.14,0,62.86,2.725,215.2248,6.433,2010,10,42,4,22,4,0,826546.96,834355.3624999999,27543.232464106015,9872.180000000051,1.1943882777089945
8,2010-10-29,830756.76,0,57.93,2.716,215.2739,6.433,2010,10,43,4,29,4,0,836419.14,841018.18,19968.404787303913,-5662.380000000005,-0.6769787692806748
8,2010-11-05,927266.34,0,55.76,2.689,215.323,6.433,2010,11,44,4,5,4,0,830756.76,855247.3,48182.76938600368,96509.57999999996,11.61706827399153
8,2010-11-12,911538.98,0,54.89,2.728,215.3721,6.433,2010,11,45,4,12,4,0,927266.34,876495.305,50012.90051010543,-15727.359999999986,-1.6960995262698726
8,2010-11-19,885608.04,0,43.86,2.771,215.2538714,6.433,2010,11,46,4,19,4,0,911538.98,888792.53,42331.73206776683,-25930.939999999944,-2.8447428545513156
8,2010-11-26,1261693.16,1,51.07,2.735,215.1077548,6.433,2010,11,47,4,26,4,0,885608.04,996526.6299999999,177610.16361987416,376085.1199999999,42.466317266044676
8,2010-12-03,952766.93,0,42.85,2.708,214.9616381,6.433,2010,12,48,4,3,4,0,1261693.16,1002901.7775,174729.75725755692,-308926.22999999986,-24.485052292746033
8,2010-12-10,1069061.63,0,42.47,2.843,214.8155214,6.433,2010,12,49,4,10,4,0,952766.93,1042282.44,164740.28369314567,116294.69999999984,12.205996696379861
8,2010-12-17,1220579.55,0,45.03,2.869,214.7510843,6.433,2010,12,50,4,17,4,0,1069061.63,1126025.3175,142137.9575212832,151517.92000000016,14.172982711950871
8,2010-12-24,1511641.09,0,45.67,2.886,214.7479069,6.433,2010,12,51,4,24,4,0,1220579.55,1188512.2999999998,241719.44170140172,291061.54000000004,23.846175368086417
8,2010-12-31,773586.49,1,41.47,2.943,214.7447295,6.433,2010,12,52,4,31,4,0,1511641.09,1143717.19,307596.05887016986,-738054.6000000001,-48.82472465735898
8,2011-01-07,873065.23,0,35.77,2.976,214.7415521,6.262,2011,1,1,1,7,4,0,773586.49,1094718.09,337600.0542590157,99478.73999999999,12.859420541328223
8,2011-01-14,809646.66,0,31.62,2.983,214.7930991,6.262,2011,1,2,1,14,4,0,873065.23,991984.8675,348869.3848109187,-63418.56999999995,-7.2638982542003125
8,2011-01-21,822668.23,0,42.06,3.016,215.1729926,6.262,2011,1,3,1,21,4,0,809646.66,819741.6525,41167.0445552387,13021.569999999949,1.6083028119945493
8,2011-01-28,782256.66,0,39.26,3.01,215.5528862,6.262,2011,1,4,1,28,4,0,822668.23,821909.1950000001,38035.988868462635,-40411.56999999995,-4.912256062203831
8,2011-02-04,944594.78,0,24.48,2.989,215.9327797,6.262,2011,2,5,1,4,4,0,782256.66,839791.5825,71870.02867833896,162338.12,20.752539198579655
8,2011-02-11,996147.39,1,28.26,3.022,216.3126733,6.262,2011,2,6,1,11,4,0,944594.78,886416.765,100562.90681374275,51552.609999999986,5.45764290588182
8,2011-02-18,1065108.64,0,50.64,3.045,216.6310383,6.262,2011,2,7,1,18,4,0,996147.39,947026.8675,120431.53941363777,68961.24999999988,6.922795832452051
8,2011-02-25,917317.15,0,51.29,3.065,216.9247918,6.262,2011,2,8,1,25,4,0,1065108.64,980791.99,65024.04453019017,-147791.48999999987,-13.875719757563875
8,2011-03-04,935266.43,0,53.18,3.288,217.2185454,6.262,2011,3,9,1,4,4,0,917317.15,978459.9025,66895.34905181211,17949.280000000028,1.9567147523623676
8,2011-03-11,900387.29,0,49.14,3.459,217.512299,6.262,2011,3,10,1,11,4,0,935266.43,954519.8775000001,75088.72439721198,-34879.140000000014,-3.729326626210674
8,2011-03-18,898289.14,0,56.68,3.488,217.7705442,6.262,2011,3,11,1,18,4,0,900387.29,912815.0025000001,17221.930285263745,-2098.1500000000233,-0.2330275008657689
8,2011-03-25,827968.36,0,59.74,3.473,218.0145862,6.262,2011,3,12,1,25,4,0,898289.14,890477.805,44991.35654414267,-70320.78000000003,-7.828301252756995
8,2011-04-01,878762.3,0,49.86,3.524,218.2586281,6.297,2011,4,13,2,1,4,0,827968.36,876351.7725,33693.320021910855,50793.94000000006,6.134768241627018
8,2011-04-08,949825.83,0,65.62,3.622,218.50267,6.297,2011,4,14,2,8,4,0,878762.3,888711.4075,50383.22524076266,71063.52999999991,8.086775001613054
8,2011-04-15,908278.74,0,63.55,3.743,218.7262524,6.297,2011,4,15,2,15,4,0,949825.83,891208.8075,51256.24407903315,-41547.08999999997,-4.374179843056066
8,2011-04-22,937473.13,0,65.11,3.807,218.8986857,6.297,2011,4,16,2,22,4,0,908278.74,918585.0,31753.306098020374,29194.390000000014,3.214254469943887
8,2011-04-29,855014.77,0,62.29,3.81,219.071119,6.297,2011,4,17,2,29,4,0,937473.13,912648.1175,42186.71890595987,-82458.35999999999,-8.795810499656666
8,2011-05-06,941457.34,0,58.92,3.906,219.2435524,6.297,2011,5,18,2,6,4,0,855014.77,910555.995,39872.458515677405,86442.56999999995,10.110067455325941
8,2011-05-13,895763.41,0,72.96,3.899,219.4159857,6.297,2011,5,19,2,13,4,0,941457.34,907427.1625,40595.21791889706,-45693.929999999935,-4.853531653383246
8,2011-05-20,836049.89,0,65.54,3.907,219.1746922,6.297,2011,5,20,2,20,4,0,895763.41,882071.3525,46776.78062583342,-59713.52000000002,-6.666215580294803
8,2011-05-27,857939.41,0,73.14,3.786,218.9333986,6.297,2011,5,21,2,27,4,0,836049.89,882802.5125,46232.583133592525,21889.52000000002,2.618207389513563
8,2011-06-03,929222.16,0,82.05,3.699,218.6921051,6.297,2011,6,22,2,3,4,0,857939.41,879743.7175,41187.883360583306,71282.75,8.308599554833366
8,2011-06-10,897309.41,0,82.21,3.648,218.4508115,6.297,2011,6,23,2,10,4,0,929222.16,880130.2175,41395.05076449376,-31912.75,-3.434350941436868
8,2011-06-17,922048.41,0,84.73,3.637,218.4021448,6.297,2011,6,24,2,17,4,0,897309.41,901629.8475,32175.424953408383,24739.0,2.7570200116367887
8,2011-06-24,864881.24,0,83.94,3.594,218.4979481,6.297,2011,6,25,2,24,4,0,922048.41,903365.305,29070.78995663097,-57167.17000000004,-6.200018283204896
8,2011-07-01,883683.35,0,87.26,3.524,218.5937514,6.425,2011,7,26,3,1,4,0,864881.24,891980.6025,24053.337150207364,18802.109999999986,2.173952807671026
8,2011-07-08,861965.12,0,83.57,3.48,218.6895548,6.425,2011,7,27,3,8,4,0,883683.35,883144.53,27664.16078382135,-21718.22999999998,-2.4576936976350163
8,2011-07-15,849925.37,0,84.26,3.575,218.7746217,6.425,2011,7,28,3,15,4,0,861965.12,865113.77,13970.025804797671,-12039.75,-1.3967792571467395
8,2011-07-22,829902.42,0,85.46,3.651,218.8328475,6.425,2011,7,29,3,22,4,0,849925.37,856369.0650000001,22504.743940138724,-20022.949999999953,-2.3558480199267327
8,2011-07-29,807082.19,0,86.46,3.682,218.8910733,6.425,2011,7,30,3,29,4,0,829902.42,837218.775,24052.5948239937,-22820.230000000098,-2.7497485788751037
8,2011-08-05,892393.77,0,85.15,3.684,218.9492991,6.425,2011,8,31,3,5,4,0,807082.19,844825.9375,36221.5624110235,85311.58000000007,10.570370782187634
8,2011-08-12,856796.1,0,86.05,3.638,219.0075249,6.425,2011,8,32,3,12,4,0,892393.77,846543.6199999999,36703.694619925016,-35597.67000000004,-3.989009246445103
8,2011-08-19,895066.5,0,82.92,3.554,219.0701968,6.425,2011,8,33,3,19,4,0,856796.1,862834.6399999999,41058.63535543184,38270.40000000002,4.466686998225135
8,2011-08-26,912542.82,0,84.69,3.523,219.1336097,6.425,2011,8,34,3,26,4,0,895066.5,889199.7975,23377.45330912983,17476.31999999995,1.9525163772747556
8,2011-09-02,891387.14,0,84.77,3.533,219.1970226,6.425,2011,9,35,3,2,4,0,912542.82,888948.1399999999,23336.992455141255,-21155.679999999935,-2.3183218952947255
8,2011-09-09,848358.09,1,69.01,3.546,219.2604355,6.425,2011,9,36,3,9,4,0,891387.14,886838.6375000001,27263.187207935647,-43029.05000000005,-4.827201119369979
8,2011-09-16,870971.82,0,69.09,3.526,219.4442443,6.425,2011,9,37,3,16,4,0,848358.09,880814.9674999999,27500.08427495351,22613.72999999998,2.6655878297806983
8,2011-09-23,806444.29,0,68.72,3.467,219.788581,6.425,2011,9,38,3,23,4,0,870971.82,854290.335,36418.31240779676,-64527.52999999991,-7.408681718313219
8,2011-09-30,809049.37,0,72.2,3.355,220.1329176,6.425,2011,9,39,3,30,4,0,806444.29,833705.8925000001,31382.454315936993,2605.079999999958,0.3230328532675156
8,2011-10-07,929976.55,0,67.61,3.285,220.4772543,6.123,2011,10,40,4,7,4,0,809049.37,854110.5075,58715.51375739925,120927.18000000005,14.946823331683708
8,2011-10-14,863188.26,0,61.74,3.274,220.7960935,6.123,2011,10,41,4,14,4,0,929976.55,852164.6175,58096.15720810406,-66788.29000000004,-7.18171764653636
8,2011-10-21,905984.49,0,59.97,3.353,220.9619484,6.123,2011,10,42,4,21,4,0,863188.26,877049.6675,53086.9033511569,42796.22999999998,4.9579254008853155
8,2011-10-28,876712.31,0,56.86,3.372,221.1278032,6.123,2011,10,43,4,28,4,0,905984.49,893965.4025,29923.02853365961,-29272.179999999935,-3.230980256626682
8,2011-11-04,947815.05,0,49.68,3.332,221.2936581,6.123,2011,11,44,4,4,4,0,876712.31,898425.0275000001,37459.274245165776,71102.73999999999,8.110156454858036
8,2011-11-11,917088.48,0,50.56,3.297,221.4595129,6.123,2011,11,45,4,11,4,0,947815.05,911900.0825,29382.409291287477,-30726.570000000065,-3.2418318320647113
8,2011-11-18,897032.19,0,51.72,3.308,221.6911738,6.123,2011,11,46,4,18,4,0,917088.48,909662.0075000001,30309.525462166814,-20056.290000000037,-2.186952561000443
8,2011-11-25,1235163.86,1,49.61,3.236,221.9491571,6.123,2011,11,47,4,25,4,0,897032.19,999274.895,158639.9455711631,338131.67000000016,37.69448563490238
8,2011-12-02,986601.46,0,40.82,3.172,222.2071405,6.123,2011,12,48,4,2,4,0,1235163.86,1008971.4974999999,155602.3788373943,-248562.40000000014,-20.12384008709582
8,2011-12-09,1051922.95,0,30.51,3.158,222.4651238,6.123,2011,12,49,4,9,4,0,986601.46,1042680.115,143170.70893572827,65321.48999999999,6.620858842029283
8,2011-12-16,1118163.94,0,39.79,3.159,222.6910959,6.123,2011,12,50,4,16,4,0,1051922.95,1097963.0525,106071.09684355791,66240.98999999999,6.297133264370741
8,2011-12-23,1462254.05,0,38.16,3.112,222.8743862,6.123,2011,12,51,4,23,4,0,1118163.94,1154735.6,211931.28873852818,344090.1100000001,30.772778274355737
8,2011-12-30,858572.22,1,36.33,3.129,223.0576765,6.123,2011,12,52,4,30,4,0,1462254.05,1122728.29,251721.00990637802,-603681.8300000001,-41.284332910549985
8,2012-01-06,872113.23,0,43.47,3.157,223.2409668,5.825,2012,1,1,1,6,4,0,858572.22,1077775.8599999999,282726.03273577354,13541.01000000001,1.577154453005713
8,2012-01-13,817661.76,0,36.46,3.261,223.4242571,5.825,2012,1,2,1,13,4,0,872113.23,1002650.3150000001,307275.5477450517,-54451.46999999997,-6.243623892736952
8,2012-01-20,813954.82,0,46.81,3.268,223.5188055,5.825,2012,1,3,1,20,4,0,817661.76,840575.5075,29167.392917212517,-3706.9400000000605,-0.4533586112673363
8,2012-01-27,778178.53,0,45.52,3.29,223.6133539,5.825,2012,1,4,1,27,4,0,813954.82,820477.085,38755.32316613642,-35776.28999999992,-4.395365580610472
8,2012-02-03,927610.69,0,45.56,3.36,223.7079023,5.825,2012,2,5,1,3,4,0,778178.53,834351.4500000001,64671.60905775448,149432.15999999992,19.202811981975383
8,2012-02-10,1021400.42,1,35.71,3.409,223.8024507,5.825,2012,2,6,1,10,4,0,927610.69,885286.115,110873.29417774297,93789.7300000001,10.110893612060476
